doi	date	title	github
10.1186/s13321-019-0354-7	2018-10-19	Bayesian optimization for conformer generation	lucianlschan/conformer-geometry
10.1186/s13321-019-0341-z	2018-10-19	Exploring the GDB-13 chemical space using deep generative models	
10.1186/s13321-019-0355-6	2018-10-13	An exploration strategy improves the diversity of de novo ligands using deep reinforcement learning: a case for the adenosine A2A receptor	
10.1186/s13321-019-0337-8	2018-10-12	Identification of novel small molecule inhibitors for solute carrier SGLT1 using proteochemometric modeling	
10.1186/s13321-019-0347-6	2018-10-10	Algorithm-supported, mass and sequence diversity-oriented random peptide library design	
10.1186/s13321-019-0343-x	2018-10-08	CRFVoter: gene and protein related object recognition using a conglomerate of CRF-based tools	
10.1186/s13321-019-0352-9	2018-10-08	Detecting drug communities and predicting comprehensive drugdrug interactions via balance regularized semi-nonnegative matrix factorization	
10.1186/s13321-018-0321-8	2018-10-06	A probabilistic molecular fingerprint for big data settings	
10.1186/s13321-019-0368-1	2018-10-02	Multi-channel PINN: investigating scalable and transferable neural networks for drug discovery	mhlee0903/multi_channels_pinn
10.1186/s13321-019-0386-z	2018-10-01	A visual approach for analysis and inference of molecular activity spaces	
10.1186/s13321-019-0360-9	2018-10-01	Improved algorithms for quantifying the near symmetry of proteins: complete side chains analysis	
10.1186/s13321-019-0334-y	2018-09-26	Avoiding hERG-liability in drug design via synergetic combinations of different (Q)SAR methodologies and data sources: a case study in an industrial setting	
10.1186/s13321-018-0315-6	2018-09-26	A new semi-automated workflow for chemical data retrieval and quality checking for modeling applications	
10.1186/s13321-018-0314-7	2018-09-25	Statistical principle-based approach for gene and protein related object recognition	
10.1186/s13321-019-0349-4	2018-09-18	DNAmod: the DNA modification database	
10.1186/s13321-018-0318-3	2018-09-17	A neural network approach to chemical and gene/protein entity recognition in patents	
10.1186/s13321-018-0324-5	2018-09-17	BioTransformer: a comprehensive computational tool for small molecule metabolism prediction and metabolite identification	
10.1186/s13321-018-0323-6	2018-09-15	A retrosynthetic analysis algorithm implementation	
10.1186/s13321-018-0325-4	2018-09-14	Large scale comparison of QSAR and conformal prediction methods and their applications in drug discovery	
10.1186/s13321-019-0331-1	2018-09-07	Programming languages in chemistry: a review of HTML5/JavaScript	
10.1186/s13321-019-0332-0	2018-09-06	Chemoinformatics and structural bioinformatics in OCaml	
10.1186/s13321-019-0342-y	2018-08-17	KMR: knowledge-oriented medicine representation learning for drugdrug interaction and similarity computation	
10.1186/s13321-018-0316-5	2018-08-15	JPlogP: an improved logP predictor trained using predicted data	
10.1186/s13321-019-0340-0	2018-08-12	Automated simultaneous assignment of bond orders and formal charges	
10.1186/s13321-018-0326-3	2018-07-31	OGER++: hybrid multi-type entity recognition	
10.1186/s13321-019-0344-9	2018-07-30	Design, implementation, and operation of a rapid, robust named entity recognition web service	
10.1186/s13321-018-0327-2	2018-07-27	LSTMVoter: chemical named entity recognition using a conglomerate of sequence labeling tools	
10.1186/s13321-019-0339-6	2018-07-25	CSgator: an integrated web platform for compound set analysis	
10.1186/s13321-018-0319-2	2018-07-17	SIA: a scalable interoperable annotation server for biomedical named entities	
10.1186/s13321-018-0317-4	2018-07-12	Configurable web-services for biomedical document annotation	
10.1186/s13321-019-0328-9	2018-07-02	QBMG: quasi-biogenic molecule generator with deep recurrent neural network	
10.1186/s13321-018-0320-9	2018-06-09	Chaos-embedded particle swarm optimization approach for protein-ligand docking and virtual screening	
10.1186/s13321-019-0329-8	2018-05-31	Universal nanohydrophobicity predictions using virtual nanoparticle library	
10.1186/s13321-018-0297-4	2018-05-23	Probing the chemicalbiological relationship space with the Drug Target Explorer	
10.1186/s13321-018-0299-2	2018-05-16	MS-Ready structures for non-targeted high-resolution mass spectrometry screening studies	
10.1186/s13321-018-0293-8	2018-04-18	PubChem chemical structure standardization	
10.1186/s13321-018-0289-4	2018-04-05	HAMdb: a database of human autophagy modulators with specific pathway and disease information	
10.1186/s13321-018-0281-z	2018-03-19	Effect of missing data on multitask prediction methods	
10.1186/s13321-018-0286-7	2018-03-14	Molecular generative model based on conditional variational autoencoder for de novo molecular design	
10.1186/s13321-018-0287-6	2018-02-22	Multi-objective de novo drug design with conditional graph generative model	
10.1186/s13321-018-0298-3	2018-02-20	The influence of solid state information and descriptor selection on statistical models of temperature dependent aqueous solubility	
10.1186/s13321-018-0283-x	2018-02-13	ADMETlab: a platform for systematic ADMET evaluation based on a comprehensively collected ADMET database	
10.1186/s13321-018-0279-6	2018-02-06	Using SMILES strings for the description of chemical connectivity in the Crystallography Open Database	
10.1186/s13321-018-0288-5	2018-02-05	Novel pharmacological maps of protein lysine methyltransferases: key for target deorphanization	
10.1186/s13321-018-0267-x	2018-01-17	Comment on The power metric: a new statistically robust enrichment-type metric for virtual screening applications with early recovery capability	
10.1186/s13321-018-0262-2	2018-01-13	Reply to the comment made by icho, Vorilk and Svozil on The Power metric: a new statistically robust enrichment-type metric for virtual screening applications with early recovery capability	
10.1186/s13321-018-0290-y	2018-01-12	Annotation and detection of drug effects in text for pharmacovigilance	
10.1186/s13321-018-0284-9	2018-01-12	Inferring potential small moleculemiRNA association based on triple layer heterogeneous network	
10.1186/s13321-018-0296-5	2018-01-10	Machine learning for the prediction of molecular dipole moments obtained by density functional theory	
10.1186/s13321-018-0259-x	2018-01-10	Key features and updates for Origin 2018	
10.1186/s13321-018-0294-7	2018-01-05	SPICES: a particle-based molecular structure line notation and support library for mesoscopic simulation	
10.1186/s13321-018-0278-7	2018-01-05	Jdpd: an open java simulation kernel for molecular fragment dissipative particle dynamics	
10.1186/s13321-018-0277-8	2018-01-05	International chemical identifier for reactions (RInChI	
10.1186/s13321-018-0295-6	2017-12-22	Ambit-SMIRKS: a software module for reaction representation, reaction search and structure transformation	
10.1186/s13321-018-0271-1	2017-12-21	A confidence predictor for logD using conformal regression and a support-vector machine	
10.1186/s13321-018-0263-1	2017-12-13	OPERA models for predicting physicochemical properties and environmental fate endpoints	
10.1186/s13321-018-0272-0	2017-12-04	The dye-sensitized solar cell database	
10.1186/s13321-018-0291-x	2017-12-01	Predictive classification models and targets identification for betulin derivatives as Leishmania donovani inhibitors	
10.1186/s13321-018-0282-y	2017-11-27	Sachem: a chemical cartridge for high-performance substructure search	
10.1186/s13321-018-0269-8	2017-11-23	Automated reaction database and reaction network analysis: extraction of reaction templates using cheminformatics	
10.1186/s13321-018-0292-9	2017-11-17	Chemotion-ELN part 2: adaption of an embedded Ketcher editor to advanced research applications	
10.1186/s13321-018-0260-4	2017-11-15	Maximizing gain in high-throughput screening using conformal prediction	
10.1186/s13321-018-0285-8	2017-11-12	P2Rank: machine learning based tool for rapid and accurate prediction of ligand binding sites from protein structure	
10.1186/s13321-018-0280-0	2017-10-18	Putting hands to rest: efficient deep CNN-RNN architecture for chemical named entity recognition with no hand-crafted rules	
10.1186/s13321-018-0276-9	2017-10-16	RepTB: a gene ontology based drug repurposing approach for tuberculosis	
10.1186/s13321-017-0247-6	2017-09-30	The CompTox Chemistry Dashboard: a community data resource for environmental chemistry	
10.1186/s13321-018-0275-x	2017-09-27	Finding the molecular scaffold of nuclear receptor inhibitors through high-throughput screening based on proteochemometric modelling	
10.1186/s13321-017-0254-7	2017-09-19	HawkRank: a new scoring function for proteinprotein docking based on weighted energy terms	
10.1186/s13321-018-0273-z	2017-09-12	Finding the K best synthesis plans	
10.1186/s13321-018-0261-3	2017-09-07	Two inhibitors of yeast plasma membrane ATPase 1 (ScPma1p): toward the development of novel antifungal therapies	
10.1186/s13321-018-0270-2	2017-09-06	PyBioMed: a python library for various molecular representations of chemicals, proteins and DNAs and their interactions	
10.1186/s13321-017-0244-9	2017-08-21	An efficient computer-aided structural elucidation strategy for mixtures using an iterative dynamic programming algorithm	
10.1186/s13321-017-0255-6	2017-08-02	Systematic exploration of multiple drug binding sites	
10.1186/s13321-017-0231-1	2017-07-26	Erratum to: The Chemistry Development Kit (CDK) v2.0: atom typing, depiction, molecular formulas, and substructure searching	
10.1186/s13321-017-0253-8	2017-07-17	3D-QSAR study of steroidal and azaheterocyclic human aromatase inhibitors using quantitative profile of proteinligand interactions	
10.1186/s13321-017-0250-y	2017-07-15	Can human experts predict solubility better than computers?	
10.1186/s13321-018-0257-z	2017-07-14	Adverse drug reactions triggered by the common HLA-B*57:01 variant: virtual screening of DrugBank using 3D molecular docking	
10.1186/s13321-018-0265-z	2017-07-12	Efficient iterative virtual screening with Apache Spark and conformal prediction	
10.1186/s13321-017-0243-x	2017-07-12	eTOX ALLIES: an automated pipeLine for linear interaction energy-based simulations	
10.1186/s13321-017-0252-9	2017-07-03	Molecular structures enumeration and virtual screening in the chemical space with RetroPath2.0	
10.1186/s13321-017-0240-0	2017-07-03	Chemotion ELN: an Open Source electronic lab notebook for chemists in academia	
10.1186/s13321-018-0258-y	2017-06-26	Mordred: a molecular descriptor calculator	
10.1186/s13321-017-0248-5	2017-06-20	Consensus queries in ligand-based virtual screening experiments	
10.1186/s13321-017-0249-4	2017-06-20	Computer-aided design of multi-target ligands at A1R, A2AR and PDE10A, key proteins in neurodegenerative diseases	
10.1186/s13321-017-0242-y	2017-06-06	A posteriori metadata from automated provenance tracking: integration of AiiDA and TCOD	
10.1186/s13321-017-0251-x	2017-06-05	BoBER: web interface to the base of bioisosterically exchangeable replacements	
10.1186/s13321-017-0233-z	2017-06-01	Computational methods using weighed-extreme learning machine to predict protein self-interactions with protein evolutionary information	
10.1186/s13321-017-0256-5	2017-05-31	An automated framework for QSAR model building	
10.1186/s13321-017-0241-z	2017-05-26	Open chemistry: RESTful web APIs, JSON, NWChem and the modern web application	
10.1186/s13321-017-0222-2	2017-05-24	Erratum to: ExCAPE-DB: an integrated large scale dataset facilitating Big Data analysis in chemogenomics	
10.1186/s13321-017-0235-x	2017-05-14	Molecular de-novo design through deep reinforcement learning	
10.1186/s13321-018-0264-0	2017-05-09	A novel interaction fingerprint derived from per atom score contributions: exhaustive evaluation of interaction fingerprint performance in docking based virtual screening	
10.1186/s13321-017-0239-6	2017-05-08	A review of parameters and heuristics for guiding metabolic pathfinding	
10.1186/s13321-017-0217-z	2017-05-05	Helping to improve the practice of cheminformatics	
10.1186/s13321-018-0274-y	2017-04-20	KRDS: a web server for evaluating drug resistance mutations in kinases by molecular docking	
10.1186/s13321-017-0232-0	2017-04-18	Beyond the hype: deep neural networks outperform established methods using a ChEMBL bioactivity benchmark set	
10.1186/s13321-017-0237-8	2017-04-17	Scoria: a Python module for manipulating 3D molecular data	
10.1186/s13321-017-0221-3	2017-04-07	Electronic lab notebooks: can they replace paper?	
10.1186/s13321-018-0266-y	2017-04-01	HIVprotI: an integrated web based platform for prediction and design of HIV proteins inhibitors	
10.1186/s13321-017-0234-y	2017-03-21	Comparative analysis of chemical similarity methods for modular natural products with a hypothetical structure enumeration algorithm	
10.1186/s13321-017-0219-x	2017-03-15	Comprehensive comparison of in silico MS/MS fragmentation tools of the CASMI contest: database boosting is needed to achieve 93% accuracy	
10.1186/s13321-017-0236-9	2017-03-13	Beware of ligand efficiency (LE): understanding LE data in modeling structure-activity and structure-economy relationships	
10.1186/s13321-017-0227-x	2017-02-22	Efficient conformational sampling and weak scoring in docking programs? Strategy of the wisdom of crowds	
10.1186/s13321-017-0224-0	2017-02-11	RANdom SAmple Consensus (RANSAC) algorithm for material-informatics: application to photovoltaic solar cells	
10.1186/s13321-017-0223-1	2017-02-02	Comparative evaluation of atom mapping algorithms for balanced metabolic reactions: application to Recon 3D 	
10.1186/s13321-017-0228-9	2017-01-14	chemalot and chemalot_knime: Command line programs as workflow tools for drug discovery	
10.1186/s13321-017-0208-0	2017-01-12	The comparison of automated clustering algorithms for resampling representative conformer ensembles with RMSD matrix	
10.1186/s13321-017-0238-7	2017-01-12	G.A.M.E.: GPU-accelerated mixture elucidator	
10.1186/s13321-017-0196-0	2017-01-05	Technical implications of new IUPAC elements in cheminformatics	
10.1186/s13321-017-0218-y	2016-12-23	CPANNatNIC software for counter-propagation neural network to assist in read-across	
10.1186/s13321-017-0225-z	2016-12-20	An algorithm to identify functional groups in organic molecules	
10.1186/s13321-017-0207-1	2016-12-14	Critical Assessment of Small Molecule Identification 2016: automated methods	
10.1186/s13321-017-0206-2	2016-12-13	Nonpher: computational method for design of hard-to-synthesize structures	
10.1186/s13321-017-0203-5	2016-12-05	ExCAPE-DB: an integrated large scale dataset facilitating Big Data analysis in chemogenomics	
10.1186/s13321-017-0215-1	2016-12-03	ChemSAR: an online pipelining platform for molecular SAR modeling	
10.1186/s13321-017-0214-2	2016-12-02	Assessment of the significance of patent-derived information for the early identification of compoundtarget interaction hypotheses	
10.1186/s13321-017-0216-0	2016-12-01	Searching for bioactive conformations of drug-like ligands with current force fields: how good are we?	
10.1186/s13321-017-0230-2	2016-11-30	Efficiency of different measures for defining the applicability domain of classification models	
10.1186/s13321-017-0212-4	2016-11-29	Comparative analyses of structural features and scaffold diversity for purchasable compound libraries	
10.1186/s13321-017-0193-3	2016-11-24	Automatic procedure for generating symmetry adapted wavefunctions	
10.1186/s13321-017-0210-6	2016-11-24	A possible extension to the RInChI as a means of providing machine readable process data	
10.1186/s13321-017-0198-y	2016-11-14	Analysis of drugendogenous human metabolite similarities in terms of their maximum common substructures	
10.1186/s13321-017-0211-5	2016-11-08	"
QuBiLS-MAS, open source multi-platform software for atom- and bond-based topological (2D) and chiral (2.5D) algebraic molecular descriptors computations"	
10.1186/s13321-017-0209-z	2016-11-03	"
SimBoost: a read-across approach for predicting drugtarget binding affinities using gradient boosting machines"	
10.1186/s13321-017-0204-4	2016-11-01	Large-scale virtual screening on public cloud resources with Apache Spark	
10.1186/s13321-017-0229-8	2016-10-30	Data driven polypharmacological drug design for lung cancer: analyses for targeting ALK, MET, and EGFR	
10.1186/s13321-017-0220-4	2016-10-25	The Chemistry Development Kit (CDK) v2.0: atom typing, depiction, molecular formulas, and substructure searching	
10.1186/s13321-017-0194-2	2016-10-22	SkinSensDB: a curated database for skin sensitization assays	
10.1186/s13321-017-0213-3	2016-10-16	Scaffold Hunter: a comprehensive visual analytics framework for drug discovery	
10.1186/s13321-018-0268-9	2016-10-05	Spectrophores as one-dimensional descriptors calculated from three-dimensional atomic properties: applications ranging from scaffold hopping to multi-target virtual screening	
10.1186/s13321-016-0189-4	2016-10-03	The power metric: a new statistically robust enrichment-type metric for virtual screening applications with early recovery capability	
10.1186/s13321-017-0195-1	2016-09-30	Database fingerprint (DFP): an approach to represent molecular databases	
10.1186/s13321-017-0226-y	2016-09-30	Deep-learning: investigating deep neural networks hyper-parameters and comparison of performance to shallow methods for modeling bioactivity data	
10.1186/s13321-017-0192-4	2016-09-29	Mapping and classifying molecules from a high-throughput structural database	
10.1186/s13321-017-0201-7	2016-09-22	Modeling framework for isotopic labeling of heteronuclear moieties	
10.1186/s13321-017-0205-3	2016-09-21	Comprehensive identification of sphingolipid species by in silico retention time and tandem mass spectral library	
10.1186/s13321-016-0186-7	2016-09-19	Scaffold analysis of PubChem database as background for hierarchical scaffold-based visualization	
10.1186/s13321-017-0190-6	2016-09-19	A metadata-driven approach to data repository design	
10.1186/s13321-016-0187-6	2016-09-13	A novel descriptor based on atom-pair properties	
10.1186/s13321-017-0200-8	2016-09-09	Predicting drugdrug interactions through drug structural similarities and interaction networks incorporating pharmacokinetics and pharmacodynamics knowledge	
10.1186/s13321-016-0185-8	2016-09-07	osFP: a web server for predicting the oligomeric states of fluorescent proteins	
10.1186/s13321-016-0176-9	2016-08-31	Consensus Diversity Plots: a global diversity analysis of chemical libraries	
10.1186/s13321-017-0199-x	2016-08-29	The polypharmacology browser: a web-based multi-fingerprint target prediction tool using ChEMBL bioactivity data	
10.1186/s13321-016-0188-5	2016-08-19	NPCARE: database of natural products and fractional extracts for cancer regulation	
10.1186/s13321-016-0181-z	2016-08-15	Programmatic conversion of crystal structures into 3D printable files using Jmol	
10.1186/s13321-016-0180-0	2016-08-15	Mapping the 3D structures of small molecule binding sites	
10.1186/s13321-017-0197-z	2016-08-02	Nontargeted homologue series extraction from hyphenated high resolution mass spectrometry data	
10.1186/s13321-017-0202-6	2016-07-27	Adverse drug reactions triggered by the common HLA-B*57:01 variant: a molecular docking study	
10.1186/s13321-016-0179-6	2016-07-19	Towards agile large-scale predictive modelling in drug discovery with flow-based programming design principles	
10.1186/s13321-016-0171-1	2016-07-08	NEEMP: software for validation, accurate calculation and fast parameterization of EEM charges	
10.1186/s13321-016-0178-7	2016-07-04	LA-iMageS: a software for elemental distribution bioimaging using LAICPMS data	
10.1186/s13321-016-0172-0	2016-07-01	Recognizing chemicals in patents: a comparative analysis	
10.1186/s13321-016-0174-y	2016-06-30	ClassyFire: automated chemical classification with a comprehensive, computable taxonomy	
10.1186/s13321-016-0154-2	2016-06-24	Discriminating agonist and antagonist ligands of the nuclear receptors using 3D-pharmacophores	
10.1186/s13321-016-0167-x	2016-06-16	Benchmark of four popular virtual screening programs: construction of the active/decoy dataset remains a major determinant of measured performance	
10.1186/s13321-017-0191-5	2016-06-06	S2RSLDB: a comprehensive manually curated, internet-accessible database of the sigma-2 receptor selective ligands	
10.1186/s13321-016-0163-1	2016-05-26	Similar compounds versus similar conformers: complementarity between PubChem 2-D and 3-D neighboring sets	
10.1186/s13321-016-0159-x	2016-05-26	Mixtures, metabolites, ionic liquids: a new measure to evaluate similarity between complex chemical systems	
10.1186/s13321-016-0173-z	2016-05-19	Filtered circular fingerprints improve either prediction or runtime performance while retaining interpretability	
10.1186/s13321-016-0177-8	2016-05-15	DRABAL: novel method to mine large high-throughput screening assays using Bayesian active learning	
10.1186/s13321-016-0140-8	2016-05-09	Erratum to: Impact of similarity threshold on the topology of molecular similarity networks and clustering outcomes	
10.1186/s13321-016-0182-y	2016-05-07	A novel applicability domain technique for mapping predictive reliability across the chemical space of a QSAR: reliability-density neighbourhood	
10.1186/s13321-016-0156-0	2016-04-29	Post-acquisition filtering of salt cluster artefacts for LC-MS based human metabolomic studies	
10.1186/s13321-016-0153-3	2016-04-21	An activity canyon characterization of the pharmacological topography	
10.1186/s13321-016-0164-0	2016-04-21	An ensemble model of QSAR tools for regulatory risk assessment	
10.1186/s13321-016-0155-1	2016-04-13	Molmil: a molecular viewer for the PDB and beyond	
10.1186/s13321-016-0148-0	2016-04-04	Comparing structural fingerprints using a literature-based similarity benchmark	
10.1186/s13321-016-0158-y	2016-03-31	Rocker: Open source, easy-to-use tool for AUC and enrichment calculations and ROC visualization	
10.1186/s13321-016-0161-3	2016-03-30	XMetDB: an open access database for xenobiotic metabolism	
10.1186/s13321-016-0157-z	2016-03-24	Ligand-based virtual screening interface between PyMOL and LiSiCA	
10.1186/s13321-016-0166-y	2016-03-22	Evolution of DFT studies in view of a scientometric perspective	
10.1186/s13321-016-0165-z	2016-03-22	Improving chemical disease relation extraction with rich features and weakly labeled data	
10.1186/s13321-016-0184-9	2016-03-19	Utilizing maximal frequent itemsets and social network analysis for HIV data analysis	
10.1186/s13321-016-0150-6	2016-03-18	Cheminformatics analysis of the AR agonist and antagonist datasets in PubChem	
10.1186/s13321-016-0168-9	2016-03-18	SciData: a data model and ontology for semantic representation of scientific data	
10.1186/s13321-016-0146-2	2016-03-16	BioTriangle: a web-accessible platform for generating various molecular representations for chemicals, proteins, DNAs/RNAs and their interactions	
10.1186/s13321-016-0183-x	2016-03-16	Prediction of reacting atoms for the major biotransformation reactions of organic xenobiotics	
10.1186/s13321-016-0151-5	2016-03-14	Large-scale ligand-based predictive modelling using support vector machines	
10.1186/s13321-016-0170-2	2016-03-14	The Open Spectral Database: an open platform for sharing and searching spectral data	
10.1186/s13321-016-0175-x	2016-03-02	ChemEngine: harvesting 3D chemical structures of supplementary data from PDF files	
10.1186/s13321-016-0138-2	2016-02-18	Web-based 3D-visualization of the DrugBank chemical space	
10.1186/s13321-016-0142-6	2016-02-15	Literature information in PubChem: associations between PubChem records and scientific articles	
10.1186/s13321-016-0169-8	2016-02-14	Multi-level meta-workflows: new concept for regularly occurring tasks in quantum chemistry	
10.1186/s13321-016-0160-4	2016-02-10	Jmol SMILES and Jmol SMARTS: specifications and applications	
10.1186/s13321-016-0149-z	2016-02-03	"
bSiteFinder, an improved protein-binding sites prediction server based on structural alignment: more accurate and less time-consuming"	
10.1186/s13321-016-0143-5	2016-02-01	Are the physicochemical properties of antibacterial compounds really different from other drugs?	
10.1186/s13321-016-0141-7	2016-02-01	IDAAPM: integrated database of ADMET and adverse effects of predictive modeling based on FDA approved drug data	
10.1186/s13321-016-0152-4	2016-01-19	ILPC: simple chemometric tool supporting the design of ionic liquids	
10.1186/s13321-016-0137-3	2015-12-15	Badapple: promiscuity patterns from noisy evidence	
10.1186/s13321-016-0147-1	2015-12-11	Leveraging 3D chemical similarity, target and phenotypic data in the identification of drug-protein and drug-adverse effect associations	
10.1186/s13321-016-0162-2	2015-12-02	Computational methods for prediction of in vitro effects of new chemical structures	
10.1186/s13321-016-0127-5	2015-12-02	Impact of similarity threshold on the topology of molecular similarity networks and clustering outcomes	
10.1186/s13321-016-0128-4	2015-11-26	DASPfind: new efficient method to predict drugtarget interactions	
10.1186/s13321-016-0136-4	2015-11-26	Terminology spectrum analysis of natural-language chemical documents: term-like phrases retrieval routine	
10.1186/s13321-016-0134-6	2015-11-26	Ask Ern: a self-learning tool for assignment and prediction of nuclear magnetic resonance spectra	
10.1186/s13321-016-0139-1	2015-11-19	AutoDock VinaXB: implementation of XBSF, new empirical halogen bond scoring function, into AutoDock Vina	
10.1186/s13321-016-0132-8	2015-11-19	Collaborative decision support and documentation in chemical safety with KnowSEC	
10.1186/s13321-016-0133-7	2015-11-10	A machine learning correction for DFT non-covalent interactions based on the S22, S66 and X40 benchmark databases	
10.1186/s13321-016-0144-4	2015-11-06	Advanced SPARQL querying in small molecule databases	
10.1186/s13321-016-0117-7	2015-11-05	ADMET evaluation in drug discovery: 15. Accurate prediction of rat oral acute toxicity using relevance vector machine and consensus modeling	
10.1186/s13321-016-0121-y	2015-11-02	Selectivity profiling of BCRP versus P-gp inhibition: from automated collection of polypharmacology data to multi-label learning	
10.1186/s13321-016-0131-9	2015-10-26	Geomfinder: a multi-feature identifier of similar three-dimensional protein patterns: a ligand-independent approach	
10.1186/s13321-016-0123-9	2015-10-19	libChEBI: an API for accessing the ChEBI database	
10.1186/s13321-016-0122-x	2015-10-14	Examining the predictive accuracy of the novel 3D N-linear algebraic molecular codifications on benchmark datasets	
10.1186/s13321-016-0126-6	2015-10-13	A graph-based approach to construct target-focused libraries for virtual screening	
10.1186/s13321-016-0125-7	2015-10-13	Bioalerts: a python library for the derivation of structural alerts from bioactivity and toxicity data sets	
10.1186/s13321-016-0115-9	2015-10-03	MetFrag relaunched: incorporating strategies beyond in silico fragmentation	
10.1186/s13321-016-0114-x	2015-09-18	How frequently do clusters occur in hierarchical clustering analysis? A graph theoretical approach to studying ties in proximity	
10.1186/s13321-016-0130-x	2015-09-14	Improving chemical similarity ensemble approach in target prediction	
10.1186/s13321-016-0129-3	2015-09-11	Supercell program: a combinatorial structure-generation approach for the local-level modeling of atomic substitutions and partial occupancies in crystals	
10.1186/s13321-015-0108-0	2015-09-06	A reliable computational workflow for the selection of optimal screening libraries	
10.1186/s13321-016-0135-5	2015-09-01	Ligand cluster-based protein network and ePlatton, a multi-target ligand finder	
10.1186/s13321-016-0113-y	2015-08-31	The development of models to predict melting and pyrolysis point data associated with several hundred thousand compounds mined from PATENTS	
10.1186/s13321-016-0118-6	2015-08-31	Effects of using structured templates for recalling chemistry experiments	
10.1186/s13321-016-0116-8	2015-08-25	Fragmentation trees reloaded	
10.1186/s13321-015-0105-3	2015-08-14	A note on utilising binary features as ligand descriptors	
10.1186/s13321-016-0120-z	2015-08-13	Bridging experiment and theory: a template for unifying NMR data and electronic structure calculations	
10.1186/s13321-015-0104-4	2015-08-13	An in silico MS/MS library for automatic annotation of novel FAHFA lipids	
10.1186/s13321-015-0110-6	2015-08-11	Accurate and efficient target prediction using a potency-sensitive influence-relevance voter	
10.1186/s13321-015-0106-2	2015-08-04	Accuracy enhancement in the estimation of molecular hydration free energies by implementing the intramolecular hydrogen bond effects	
10.1186/s13321-015-0111-5	2015-07-31	Smiles2Monomers: a link between chemical and biological structures for polymers	
10.1186/s13321-015-0097-z	2015-07-28	Managing expectations: assessment of chemistry databases generated by automated extraction of chemical structures from patents	
10.1186/s13321-016-0112-z	2015-07-24	vSDC: a method to improve early recognition in virtual screening when limited experimental resources are available	
10.1186/s13321-015-0100-8	2015-07-23	Predictiveness curves in virtual screening	
10.1186/s13321-015-0096-0	2015-07-21	Modeling enzyme-ligand binding in drug discovery	
10.1186/s13321-015-0103-5	2015-07-16	Target enhanced 2D similarity search by using explicit biological activity annotations and profiles	
10.1186/s13321-015-0107-1	2015-07-07	High-quality and universal empirical atomic charges for chemoinformatics applications	
10.1186/s13321-015-0109-z	2015-07-05	ChemDes: an integrated web-based platform for molecular descriptor and fingerprint computation	
10.1186/s13321-015-0099-x	2015-06-20	AtomicChargeCalculator: interactive web-based calculation of atomic charges in large biomolecular complexes and drug-like molecules	
10.1186/s13321-015-0102-6	2015-06-17	Ambiguity of non-systematic chemical identifiers within and between small-molecule databases	
10.1186/s13321-016-0124-8	2015-06-10	GPURFSCREEN: a GPU based virtual screening tool using random forest classifier	
10.1186/s13321-015-0101-7	2015-05-26	Chemozart: a web-based 3D molecular structure editor and visualizer platform	
10.1186/s13321-015-0095-1	2015-05-13	BCL::Conf: small molecule conformational sampling using a knowledge based rotamer library	
10.1186/s13321-015-0093-3	2015-05-13	Standards-based curation of a decade-old digital repository dataset of molecular information	
10.1186/s13321-015-0098-y	2015-04-30	Target prediction utilising negative bioactivity data covering large chemical space	
10.1186/s13321-015-0090-6	2015-04-29	Synergy Maps: exploring compound combinations using network-based visualization	
10.1186/s13321-015-0088-0	2015-04-25	Robust optimization of SVM hyperparameters in the classification of bioactive compounds	
10.1186/s13321-015-0094-2	2015-04-07	RRegrs: an R package for computer-aided model selection with multiple regression models	
10.1186/s13321-015-0091-5	2015-04-02	A fast topological analysis algorithm for large-scale similarity evaluations of ligands and binding pockets	
10.1186/s13321-015-0086-2	2015-04-01	Chemically Aware Model Builder (camb): an R package for property and bioactivity modelling of small molecules	
10.1186/s13321-015-0079-1	2015-03-31	A practical Java tool for small-molecule compound appraisal	
10.1186/s13321-015-0081-7	2015-03-31	Standards-based metadata procedures for retrieving data for display or mining utilizing persistent (data-DOI) identifiers	
10.1186/s13321-015-0087-1	2015-03-30	MINEs: open access databases of computationally predicted enzyme promiscuity products for untargeted metabolomics	
10.1186/s13321-015-0080-8	2015-03-24	SANCDB: a South African natural compound database	
10.1186/s13321-015-0083-5	2015-03-08	Metrabase: a cheminformatics and bioinformatics database for small molecule transporter data analysis and (Q)SAR modeling	
10.1186/s13321-015-0073-7	2015-03-03	WikiHyperGlossary (WHG): an information literacy technology for chemistry documents	
10.1186/s13321-015-0082-6	2015-03-03	QSAR DataBank repository: open and linked qualitative and quantitative structureactivity relationship models	
10.1186/s13321-015-0071-9	2015-02-04	A multi-label approach to target prediction taking ligand promiscuity into account	
10.1186/s13321-015-0077-3	2015-02-03	ChemDIS: a chemicaldisease inference system based on chemicalprotein interactions	
10.1186/s13321-015-0061-y	2015-02-03	Wikipedia Chemical Structure Explorer: substructure and similarity searching of molecules from Wikipedia	
10.1186/s13321-015-0084-4	2015-02-02	PubChemRDF: towards the semantic annotation of PubChem compound and substance databases	
10.1186/s13321-015-0068-4	2015-01-30	InChI, the IUPAC International Chemical Identifier	
10.1186/s13321-015-0076-4	2015-01-29	PubChem atom environments	
10.1186/s13321-015-0075-5	2015-01-26	Verifying the fully Laplacianised posterior Nave Bayesian approach and more	
10.1186/s13321-015-0092-4	2015-01-20	Visual analytics in cheminformatics: user-supervised descriptor selection for QSAR methods	
