doi	date	title	github
10.1186/s12859-023-05280-6	2022-12-03	PyAGH: a python package to fast construct kinship matrices based on different levels of omic data	zhaow-01/pyagh
10.1186/s12859-023-05182-7	2022-12-01	Deafness gene screening based on a multilevel cascaded BPNN model	cqerliu/cascaded-bpnn-model
10.1186/s12859-023-05201-7	2022-12-01	Sensbio: an online server for biosensor design	
10.1186/s12859-023-05436-4	2022-11-30	BioLegato: a programmable, object-oriented graphic user interface	
10.1186/s12859-023-05242-y	2022-11-30	CNN-Siam: multimodal siamese CNN-based deep learning approach for drugdrug interaction prediction	parsonlee/ddi
10.1186/s12859-023-05437-3	2022-11-29	Haplotype based testing for a better understanding of the selective architecture	xthchen/haplotest
10.1186/s12859-023-05235-x	2022-11-28	A review and comparative study of cancer detection using machine learning: SBERT and SimCSE application	
10.1186/s12859-023-05248-6	2022-11-27	iIL13Pred: improved prediction of IL-13 inducing peptides using popular machine learning classifiers	
10.1186/s12859-023-05216-0	2022-11-27	INSnet: a method for detecting insertions based on deep learning network	eioyuou/insnet
10.1186/s12859-023-05365-2	2022-11-27	KATZNCP: a miRNAdisease association prediction model integrating KATZ algorithm and network consistency projection	
10.1186/s12859-022-05117-8	2022-11-27	Prediction of vancomycin initial dosage using artificial intelligence models applying ensemble strategy	
10.1186/s12859-023-05339-4	2022-11-26	scSemiAAE: a semi-supervised clustering model for single-cell RNA-seq data	whang98/scsemiaae
10.1186/s12859-023-05274-4	2022-11-26	A voting-based machine learning approach for classifying biological and clinical datasets	
10.1186/s12859-023-05220-4	2022-11-25	Development and validation of a coagulation-related genes prognostic model for hepatocellular carcinoma	
10.1186/s12859-023-05345-6	2022-11-24	Biotite: new tools for a versatile Python bioinformatics library	biotite-dev
10.1186/s12859-023-05361-6	2022-11-23	In-silico assessment of high-risk non-synonymous SNPs in ADAMTS3 gene associated with Hennekam syndrome and their impact on protein stability and function	
10.1186/s12859-023-05155-w	2022-11-22	GENTLE: a novel bioinformatics tool for generating features and building classifiers from T cell repertoire cancer data	
10.1186/s12859-023-05215-1	2022-11-22	FDC-SP as a diagnostic and prognostic biomarker and modulates immune infiltrates in renal cell carcinoma	
10.1186/s12859-024-05720-x	2022-11-22	Ensemble learning for integrative prediction of genetic values with genomic variants	gulinlin/elpgv
10.1186/s12859-023-05200-8	2022-11-22	dbGaPCheckup: pre-submission checks of dbGaP-formatted subject phenotype files	lwheinsberg/dbgapcheckup
10.1186/s12859-023-05486-8	2022-11-22	Unbiased image segmentation assessment toolkit for quantitative differentiation of state-of-the-art algorithms and pipelines	
10.1186/s12859-023-05204-4	2022-11-21	Seven bacterial response-related genes are biomarkers for colon cancer	
10.1186/s12859-024-05663-3	2022-11-21	ClusTrast: a short read de novo transcript isoform assembler guided by clustered contigs	karljohanw/clustrast
10.1186/s12859-023-05319-8	2022-11-21	Identifying driver pathways based on a parameter-free model and a partheno-genetic algorithm	gxnubioinfo/cpga-smcmn
10.1186/s12859-023-05192-5	2022-11-18	Establishment of a prognostic signature for lung adenocarcinoma using cuproptosis-related lncRNAs	
10.1186/s12859-023-05446-2	2022-11-18	An adaptive multi-modal hybrid model for classifying thyroid nodules by combining ultrasound and infrared thermal images	wulizn2020/ammh
10.1186/s12859-022-05049-3	2022-11-18	Correction: Detecting protein complexes with multiple properties by an adaptive harmony search algorithm	
10.1186/s12859-023-05158-7	2022-11-18	GACNNMDA: a computational model for predicting potential human microbe-drug associations based on graph attention network and CNN-based classifier	tyqgithub/tyq
10.1186/s12859-023-05267-3	2022-11-18	Genetic algorithm-based feature selection with manifold learning for cancer classification using microarray data	
10.1186/s12859-023-05346-5	2022-11-18	A MATLAB-based app to improve LCMS/MS data analysis for N-linked glycan peak identification	zaylaschaeffer/glykan-az-application
10.1186/s12859-023-05380-3	2022-11-17	SBMLKinetics: a tool for annotation-independent classification of reaction kinetics for SBML models	sunnyxu/sbmlkinetics
10.1186/s12859-023-05240-0	2022-11-16	GVC: efficient random access compression for gene sequence variations	
10.1186/s12859-023-05225-z	2022-11-16	clusterMaker2: a major update to clusterMaker, a multi-algorithm clustering app for Cytoscape	
10.1186/s12859-023-05180-9	2022-11-16	Integrated analysis of the voltage-gated potassium channel-associated gene KCNH2 across cancers	
10.1186/s12859-023-05412-y	2022-11-15	ForestSubtype: a cancer subtype identifying approach based on high-dimensional genomic data and a parallel random forest	lffyd/forestsubtype
10.1186/s12859-023-05133-2	2022-11-14	GBCdb: RNA expression landscapes and ncRNAmRNA interactions in gallbladder carcinoma	
10.1186/s12859-023-05229-9	2022-11-14	Establishing a prognostic model of chromatin modulators and identifying potential drug candidates in renal clear cell patients	
10.1186/s12859-023-05289-x	2022-11-13	ecpc: an R-package for generic co-data models for high-dimensional prediction	mirrelijn/ecpc
10.1186/s12859-022-05074-2	2022-11-13	Automatic identifying and counting blood cells in smear images by using single shot detector and Taguchi method	shenggan/bccd_dataset
10.1186/s12859-023-05179-2	2022-11-11	A robust and accurate single-cell data trajectory inference method using ensemble pseudotime	
10.1186/s12859-023-05299-9	2022-11-10	Screening prognostic markers for hepatocellular carcinoma based on pyroptosis-related lncRNA pairs	
10.1186/s12859-024-05896-2	2022-11-10	MethylSeqLogo: DNA methylation smart sequence logos	
10.1186/s12859-023-05226-y	2022-11-09	Complete sequence verification of plasmid DNA using the Oxford Nanopore Technologies MinION device	scottdbrown/minion-plasmid-consensus
10.1186/s12859-022-05075-1	2022-11-07	Pattern recognition of topologically associating domains using deep learning	
10.1186/s12859-023-05305-0	2022-11-07	ERStruct: a fast Python package for inferring the number of top principal components from whole genome sequencing data	
10.1186/s12859-023-05140-3	2022-11-06	Identifying cancer driver genes based on multi-view heterogeneous graph convolutional network and self-attention mechanism	weiba/mrngcn
10.1186/s12859-023-05148-9	2022-11-06	Cuproptosis-related lncRNA signature for prognostic prediction in patients with acute myeloid leukemia	
10.1186/s12859-022-05080-4	2022-11-06	Drug response prediction using graph representation learning and Laplacian feature selection	
10.1186/s12859-023-05174-7	2022-11-05	LuxHMM: DNA methylation analysis with genome segmentation via hidden Markov model	malonzm1/luxhmm
10.1186/s12859-023-05208-0	2022-11-05	kegg_pull: a software package for the RESTful access and pulling from the Kyoto Encyclopedia of Gene and Genomes	moseleybioinformaticslab/kegg_pull
10.1186/s12859-022-04990-7	2022-11-04	Correction: Path-level interpretation of Gaussian graphical models using the pair-path subscore	
10.1186/s12859-023-05181-8	2022-11-04	DRaW: prediction of COVID-19 antivirals by deep learningan objection on using matrix factorization	bioinformaticsiasbs/draw
10.1186/s12859-023-05328-7	2022-11-04	An N6-methyladenosine regulation- and mRNAsi-related prognostic index reveals the distinct immune microenvironment and immunotherapy responses in lower-grade glioma	
10.1186/s12859-023-05189-0	2022-11-04	LincRNA ZNF529-AS1 inhibits hepatocellular carcinoma via FBXO31 and predicts the prognosis of hepatocellular carcinoma patients	
10.1186/s12859-023-05232-0	2022-11-04	MSLP: mRNA subcellular localization predictor based on machine learning techniques	smusleh/mslp
10.1186/s12859-022-05039-5	2022-11-03	A lightweight hierarchical convolution network for brain tumor segmentation	
10.1186/s12859-022-05037-7	2022-11-03	Deciphering the role of RNA structure in translation efficiency	ouyang-lab/translation
10.1186/s12859-023-05193-4	2022-11-03	nPoRe: n-polymer realigner for improved pileup-based variant calling	timd1/npore
10.1186/s12859-022-05038-6	2022-11-02	Evaluation of word embedding models to extract and predict surgical data in breast cancer	
10.1186/s12859-023-05516-5	2022-11-02	Refactoring and performance analysis of the main CNN architectures: using false negative rate minimization to solve the clinical images melanoma detection problem	
10.1186/s12859-023-05272-6	2022-11-01	meth-SemiCancer: a cancer subtype classification framework via semi-supervised learning utilizing DNA methylation profiles	cbi-bioinfo/meth-semicancer
10.1186/s12859-023-05335-8	2022-11-01	HISS: Snakemake-based workflows for performing SMRT-RenSeq assembly, AgRenSeq and dRenSeq for the discovery of novel plant disease resistance genes	swiftseal/hiss
10.1186/s12859-023-05152-z	2022-10-31	Predicting miRNA-disease associations based on PPMI and attention network	xxpaaa/patmda
10.1186/s12859-023-05410-0	2022-10-30	xenoGI 3: using the DTLOR model to reconstruct the evolution of gene families in clades of microbes	ecbush/xenogi
10.1186/s12859-023-05383-0	2022-10-30	Statistical methods and resources for biomarker discovery using metabolomics	
10.1186/s12859-023-05331-y	2022-10-29	CircPrime: a web-based platform for design of specific circular RNA primers	
10.1186/s12859-024-05895-3	2022-10-29	Inference of single-cell network using mutual information for scRNA-seq data analysis	sysmednet/sinum
10.1186/s12859-024-05924-1	2022-10-28	DNA-protein quasi-mapping for rapid differential gene expression analysis in non-model organisms	bioinfodlsu/samar_lite
10.1186/s12859-023-05355-4	2022-10-28	eSPRESSO: topological clustering of single-cell transcriptomics data to reveal informative genes for spatiotemporal architectures of cells	tmorikuicr/espresso
10.1186/s12859-023-05259-3	2022-10-28	DNAfusion: an R/Bioconductor package for increased sensitivity of detecting gene fusions in liquid biopsies	
10.1186/s12859-023-05207-1	2022-10-27	CACSV: a computational web-sever that provides classification for cancer somatic genetic variants from different tissues	
10.1186/s12859-023-05330-z	2022-10-27	BaPreS: a software tool for predicting bacteriocins using an optimal set of features	suraiya14/bapres
10.1186/s12859-023-05293-1	2022-10-25	Development of revised ResNet-50 for diabetic retinopathy detection	
10.1186/s12859-023-05163-w	2022-10-25	Systematic and benchmarking studies of pipelines for mammal WGBS data in the novel NGS platform	
10.1186/s12859-023-05151-0	2022-10-24	DeepSelectNet: deep neural network based selective sequencing for oxford nanopore sequencing	anjanasenanayake/deepselectnet
10.1186/s12859-023-05183-6	2022-10-24	Immunoinformatics design of multi-epitope vaccine using OmpA, OmpD and enterotoxin against non-typhoidal salmonellosis	
10.1186/s12859-023-05268-2	2022-10-20	Integrative analysis of TP53 mutations in lung adenocarcinoma for immunotherapies and prognosis	
10.1186/s12859-023-05452-4	2022-10-20	FLARE: a fast and flexible workflow for identifying RNA editing foci	
10.1186/s12859-023-05209-z	2022-10-18	B-LBConA: a medical entity disambiguation model based on Bio-LinkBERT and context-aware mechanism	
10.1186/s12859-022-05022-0	2022-10-17	Semantic interoperability: ontological unpacking of a viral conceptual model	ontouml/ontouml-vp-plugin
10.1186/s12859-023-05176-5	2022-10-15	PredAOT: a computational framework for prediction of acute oral toxicity based on multiple random forest models	csb-l/predaot
10.1186/s12859-023-05256-6	2022-10-14	Doseresponse prediction for in-vitro drug combination datasets: a probabilistic approach	ltronneb/piicm
10.1186/s12859-023-05164-9	2022-10-14	pLMSNOSite: an ensemble-based approach for predicting protein S-nitrosylation sites by integrating supervised word embedding and embedding from pre-trained protein language model	kclabmtu/plmsnosite
10.1186/s12859-023-05156-9	2022-10-13	Evaluation of a decided sample size in machine learning applications	
10.1186/s12859-023-05234-y	2022-10-13	Visual dynamics: a WEB application for molecular dynamics simulation using GROMACS	labioquim/visualdynamics
10.1186/s12859-023-05252-w	2022-10-12	MBECS: Microbiome Batch Effects Correction Suite	rmolbrich/mbecs
10.1186/s12859-022-05053-7	2022-10-12	GSAMDA: a computational model for predicting potential microbedrug associations based on graph attention network and sparse autoencoder	tyqgithub/tyq
10.1186/s12859-023-05188-1	2022-10-11	New proposal of viral genome representation applied in the classification of SARS-CoV-2 with deep learning	
10.1186/s12859-023-05197-0	2022-10-10	Designing multi-epitope vaccine against important colorectal cancer (CRC) associated pathogens based on immunoinformatics approach	
10.1186/s12859-022-05099-7	2022-10-10	HEC-ASD: a hybrid ensemble-based classification model for predicting autism spectrum disorder disease genes	
10.1186/s12859-023-05253-9	2022-10-08	A gene regulatory network inference model based on pseudo-siamese network	cirila9/psgrn
10.1186/s12859-023-05217-z	2022-10-06	Improved computations for relationship inference using low-coverage sequencing data	
10.1186/s12859-022-05112-z	2022-10-05	Reconstructing B cell lineage trees with minimum spanning tree and genotype abundances	matsengrp/gctree
10.1186/s12859-023-05153-y	2022-10-03	SSELM-neg: spherical search-based extreme learning machine for drugtarget interaction prediction	
10.1186/s12859-023-05286-0	2022-10-02	Magicmol: a light-weighted pipeline for drug-like molecule evolution and quick chemical space exploration	josefjosda/magicmol
10.1186/s12859-023-05395-w	2022-09-30	MTG-Link: leveraging barcode information from linked-reads to assemble specific loci	anne-gcd/mtg-link
10.1186/s12859-023-05227-x	2022-09-29	PWN: enhanced random walk on a warped network for disease target prioritization	standigm/pwn
10.1186/s12859-023-05613-5	2022-09-29	PAPerFly: Partial Assembly-based Peak Finder for ab initio binding site reconstruction	caeph/paperfly
10.1186/s12859-023-05502-x	2022-09-29	Artificial Intelligence based wrapper for high dimensional feature selection	rahijaingithub/aiwrap
10.1186/s12859-022-05129-4	2022-09-29	Nonlinear physics opens a new paradigm for accurate transcription start site prediction	
10.1186/s12859-023-05134-1	2022-09-28	A signature of immune-related genes correlating with clinical prognosis and immune microenvironment in sepsis	
10.1186/s12859-023-05394-x	2022-09-28	Neuroimaging feature extraction using a neural network classifier for imaging genetics	cedricbeaulac/neuroimaging_genetics
10.1186/s12859-022-05132-9	2022-09-28	Ensemble feature selection with data-driven thresholding for Alzheimer's disease biomarker discovery	
10.1186/s12859-023-05416-8	2022-09-27	MAVEN: compound mechanism of action analysis and visualisation using transcriptomics and compound structure data in R/Shiny	
10.1186/s12859-023-05169-4	2022-09-27	PSReliP: an integrated pipeline for analysis and visualization of population structure and relatedness based on genome-wide genetic variant data	solelena/psrelip
10.1186/s12859-022-04967-6	2022-09-27	Combining denoising of RNA-seq data and flux balance analysis for cluster analysis of single cells	compbtbs/denoisingfba
10.1186/s12859-022-05069-z	2022-09-27	RLFDDA: a meta-path based graph representation learning model for drugdisease association prediction	
10.1186/s12859-022-05089-9	2022-09-27	An improved algorithm for flux variability analysis	
10.1186/s12859-024-05760-3	2022-09-26	MetageNN: a memory-efficient neural network taxonomic classifier robust to sequencing errors and missing genomes	csb5/metagenn
10.1186/s12859-024-05709-6	2022-09-26	DVA: predicting the functional impact of single nucleotide missense variants	csdwang/dvascore
10.1186/s12859-022-05127-6	2022-09-25	Machine learning to analyse omic-data for COVID-19 diagnosis and prognosis	lxhwww/machine-learning-for-covid-19
10.1186/s12859-023-05199-y	2022-09-25	Which data subset should be augmented for deep learning? a simulation study using urothelial cell carcinoma histopathology images	
10.1186/s12859-023-05173-8	2022-09-25	ITDetect: a method to detect internal tandem duplication of FMS-like tyrosine kinase (FLT3) from next-generation sequencing data with high sensitivity and clinical application	cpmsnuh/itdetect
10.1186/s12859-023-05338-5	2022-09-22	Accuracy of a machine learning method based on structural and locational information from AlphaFold2 for predicting the pathogenicity of TARDBP and FUS gene variants in ALS	yuya-hatano/mova
10.1186/s12859-022-05078-y	2022-09-22	Optimal construction of a functional interaction network from pooled library CRISPR fitness screens	hart-lab/optimal-construction-of-functional-interaction-network
10.1186/s12859-022-04976-5	2022-09-22	MSPCD: predicting circRNA-disease associations via integrating multi-source data and hierarchical neural network	dayunliu/mspcd
10.1186/s12859-023-05239-7	2022-09-22	Development and validation of a deep learning survival model for cervical adenocarcinoma patients	
10.1186/s12859-023-05408-8	2022-09-21	Selection of optimal quantile protein biomarkers based on cell-level immunohistochemistry data	
10.1186/s12859-022-04964-9	2022-09-21	Deep learning and multi-omics approach to predict drug responses in cancer	
10.1186/s12859-023-05218-y	2022-09-20	CellTrackVis: interactive browser-based visualization for analyzing cell trajectories and lineages	scbeom/celltrackvis
10.1186/s12859-022-05130-x	2022-09-20	Negation detection in Dutch clinical texts: an evaluation of rule-based and machine learning methods	umcu/negation-detection
10.1186/s12859-022-04963-w	2022-09-19	A risk factor attention-based model for cardiovascular disease prediction	nudt-nlp/riskfactor
10.1186/s12859-022-04947-w	2022-09-18	Identifying genes associated with brain volumetric differences through tissue specific transcriptomic inference from GWAS summary data	big-s2/gwas
10.1186/s12859-022-04948-9	2022-09-18	Visualizing the knowledge structure and evolution of bioinformatics	
10.1186/s12859-022-04953-y	2022-09-18	Estimating the optimal linear combination of predictors using spherically constrained optimization	priyamdas2/scor
10.1186/s12859-022-04946-x	2022-09-18	Deep multiview learning to identify imaging-driven subtypes in mild cognitive impairment	
10.1186/s12859-022-04958-7	2022-09-18	Improving automatic GO annotation with semantic similarity	bishnukuet/grapfi-go
10.1186/s12859-022-04937-y	2022-09-15	Ensemble learning for predicting ex vivo human placental barrier permeability	
10.1186/s12859-022-04936-z	2022-09-15	A statistical network pre-processing method to improve relevance and significance of gene lists in microarray gene expression studies	
10.1186/s12859-022-04931-4	2022-09-15	Correction: Using empirical biological knowledge to infer regulatory networks from multi-omics data	
10.1186/s12859-023-05135-0	2022-09-15	MultiScale-CNN-4mCPred: a multi-scale CNN and adaptive embedding-based method for mouse genome DNA N4-methylcytosine prediction	paomian97/multiscale_cnn_4mcpred
10.1186/s12859-022-04935-0	2022-09-15	DENSEN: a convolutional neural network for estimating chronological ages from panoramic radiographs	
10.1186/s12859-022-04938-x	2022-09-15	pHisPred: a tool for the identification of histidine phosphorylation sites by integrating amino acid patterns and properties	xiaofengsong/phispred
10.1186/s12859-022-04941-2	2022-09-14	Small molecule modulation of microbiota: a systems pharmacology perspective	qiaoliuhub/drug_target_analysis_on_microbiome
10.1186/s12859-022-04939-w	2022-09-14	APA-Scan: detection and visualization of 3-UTR alternative polyadenylation with RNA-seq and 3-end-seq data	compbiolabucf/apa-scan
10.1186/s12859-023-05418-6	2022-09-14	Netrank: network-based approach for biomarker discovery	alfatlawi/omics-netrank
10.1186/s12859-023-05261-9	2022-09-14	Priors, population sizes, and power in genome-wide hypothesis tests	joelbaderlab/hardprior_2023
10.1186/s12859-022-04944-z	2022-09-14	The challenge of managing the evolution of genomics data over time: a conceptual model-based approach	
10.1186/s12859-022-04945-y	2022-09-14	DeepTSS: multi-branch convolutional neural network for transcription start site identification from CAGE data	dianalaboratory/deeptss
10.1186/s12859-022-04942-1	2022-09-14	Neural representations of cryo-EM maps and a graph-based interpretation	drdongsi/neural-em-map
10.1186/s12859-022-04943-0	2022-09-14	IndelsRNAmute: predicting deleterious multiple point substitutions and indels mutations	
10.1186/s12859-022-05119-6	2022-09-14	Graph regularized non-negative matrix factorization with prior knowledge consistency constraint for drugtarget interactions prediction	zhang340jj/adagrmfc
10.1186/s12859-022-04940-3	2022-09-14	Implementation of machine learning in the clinic: challenges and lessons in prospective deployment from the System for High Intensity EvaLuation During Radiation Therapy (SHIELD-RT) randomized controlled study	
10.1186/s12859-022-04933-2	2022-09-14	Identifying health related occupations of Twitter users through word embedding and deep neural networks	zainabkazi22/occupation_twitter
10.1186/s12859-022-04934-1	2022-09-14	Mining on Alzheimers diseases related knowledge graph to identity potential AD-related semantic triples for drug repurposing	
10.1186/s12859-023-05604-6	2022-09-13	Allele-specific binding (ASB) analyzer for annotation of allele-specific binding SNPs	liying1996/asbanalyzer
10.1186/s12859-023-05273-5	2022-09-13	moBRCA-net: a breast cancer subtype classification framework based on multi-omics attention neural networks	cbi-bioinfo/mobrca-net
10.1186/s12859-023-05481-z	2022-09-13	An unsupervised deep learning framework for predicting human essential genes from population and functional genomic data	yifei-lab/deeplof
10.1186/s12859-022-05010-4	2022-09-13	Prediction of polyreactive and nonspecific single-chain fragment variables through structural biochemical features and protein language-based descriptors	hclim0213/pred_nonspecificity_scfvs
10.1186/s12859-022-04949-8	2022-09-12	Matrix factorization for the reconstruction of cervical cancer screening histories and prediction of future screening results	
10.1186/s12859-022-05096-w	2022-09-11	JCBIE: a joint continual learning neural network for biomedical information extraction	kaihe-better/jcbie
10.1186/s12859-023-05203-5	2022-09-09	Integrated analysis identifies oxidative stress-related lncRNAs associated with progression and prognosis in colorectal cancer	
10.1186/s12859-023-05341-w	2022-09-09	DePolymerase Predictor (DePP): a machine learning tool for the targeted identification of phage depolymerases	damianjm/depolymerase-predictor
10.1186/s12859-023-05168-5	2022-09-09	petiteFinder: an automated computer vision tool to compute Petite colony frequencies in bakers yeast	javathejhut/petitefinder
10.1186/s12859-022-05070-6	2022-09-07	ENTAIL: yEt aNoTher amyloid fIbrils cLassifier	luigidibiasi/entail
10.1186/s12859-023-05332-x	2022-09-06	GraphSNP: an interactive distance viewer for investigating outbreaks and transmission networks using a graph approach	nalarbp/graphsnp
10.1186/s12859-023-05350-9	2022-09-06	An analysis of entity normalization evaluation biases in specialized domains	arnaudferre/data-norm
10.1186/s12859-022-05004-2	2022-09-06	An interpretable DIC risk prediction model based on convolutional neural networks with time series data	
10.1186/s12859-022-05067-1	2022-09-05	Early effects of gene duplication on the robustness and phenotypic variability of gene regulatory networks	cespinosas/duplication2022
10.1186/s12859-022-05051-9	2022-09-05	BioByGANS: biomedical named entity recognition by fusing contextual and syntactic features through graph attention network in node classification framework	zxw1995shawn/biobygans
10.1186/s12859-022-04922-5	2022-09-04	Local data commons: the sleeping beauty in the community of data commons	crimcc/bam2vcf
10.1186/s12859-022-05090-2	2022-09-01	Detecting clusters of transcription factors based on a nonhomogeneous poisson process model	
10.1186/s12859-023-05271-7	2022-09-01	EZH2 as a prognostic-related biomarker in lung adenocarcinoma correlating with cell cycle and immune infiltrates	
10.1186/s12859-023-05166-7	2022-08-31	A fair experimental comparison of neural network architectures for latent representations of multi-omics for drug response prediction	
10.1186/s12859-022-05054-6	2022-08-31	A Poisson reduced-rank regression model for association mapping in sequencing data	
10.1186/s12859-022-05091-1	2022-08-31	Comprehensive analysis of cuproptosis-related lncRNAs in immune infiltration and prognosis in hepatocellular carcinoma	
10.1186/s12859-023-05288-y	2022-08-30	Fast all versus all genotype comparison using DNA/RNA sequencing data: method and workflow	teerjk/timeattackgencomp
10.1186/s12859-023-05309-w	2022-08-30	GKLOMLI: a link prediction model for inferring miRNAlncRNA interactions by using Gaussian kernel-based method on network profile and linear optimization algorithm	leon-lg-wong/gklomli
10.1186/s12859-023-05144-z	2022-08-29	Pathogen detection in RNA-seq data with Pathonoia	kepsi/pathonoia
10.1186/s12859-022-05009-x	2022-08-29	MLAGO: machine learning-aided global optimization for Michaelis constant estimation of kinetic modeling	kmaeda16/mlago-data
10.1186/s12859-022-05033-x	2022-08-29	iEnhancer-DCLA: using the original sequence to identify enhancers and their strength based on a deep learning framework	wamesm/i
10.1186/s12859-022-05076-0	2022-08-26	Machine learning and drug discovery for neglected tropical diseases	
10.1186/s12859-022-05101-2	2022-08-25	Small molecule drug and biotech drug interaction prediction based on multi-modal representation learning	marinehdk/multi-sbi
10.1186/s12859-022-05050-w	2022-08-25	Implementation of ensemble machine learning algorithms on exome datasets for predicting early diagnosis of cancers	
10.1186/s12859-022-05110-1	2022-08-25	Joint learning sample similarity and correlation representation for cancer survival prediction	
10.1186/s12859-022-05046-6	2022-08-25	SVhound: detection of regions that harbor yet undetected structural variation	lfpaulin/svhound
10.1186/s12859-022-05126-7	2022-08-24	Single-cell multi-omics integration for unpaired data by a siamese network with graph-based contrastive loss	ajwilk/covid_scmultiome
10.1186/s12859-022-05087-x	2022-08-24	EndHiC: assemble large contigs into chromosome-level scaffolds using the Hi-C links from contig ends	marbl/chm13
10.1186/s12859-022-05059-1	2022-08-24	Development of an image classification pipeline for atherosclerotic plaques assessment using supervised machine learning	
10.1186/s12859-023-05211-5	2022-08-23	Bayesian kinetic modeling for tracer-based metabolomic data	xuzhang0131/mcmcflux
10.1186/s12859-022-04844-2	2022-08-22	Correction: DeepSuccinylSite: a deep learning based approach for protein succinylation site prediction	
10.1186/s12859-023-05145-y	2022-08-22	Effective matrix designs for COVID-19 group testing	johannesbrust/pp
10.1186/s12859-022-05123-w	2022-08-21	A pseudo-value regression approach for differential network analysis of co-expression data	sjahnn/prana
10.1186/s12859-022-05007-z	2022-08-18	The maximum entropy principle for compositional data	corey651/compositional_maximum_entropy
10.1186/s12859-023-05202-6	2022-08-18	Propensity scores as a novel method to guide sample allocation and minimize batch effects during the design of high throughput experiments	carryp/ps-batch-effect
10.1186/s12859-022-05012-2	2022-08-18	Multiple instance neural networks based on sparse attention for cancer detection using T-cell receptor sequences	ykim-code/minn-sa
10.1186/s12859-023-05146-x	2022-08-18	A multimodal deep learning model to infer cell-type-specific functional gene networks	
10.1186/s12859-023-05262-8	2022-08-17	A systematic review of biologically-informed deep learning models for cancer: fundamental trends for encoding and interpreting oncology data	
10.1186/s12859-022-05015-z	2022-08-17	Automated classification of protein expression levels in immunohistochemistry images to improve the detection of cancer biomarkers	zzxue-08/ihc-protein-expression-level
10.1186/s12859-022-05001-5	2022-08-16	pSuc-EDBAM: Predicting lysine succinylation sites in proteins based on ensemble dense blocks and an attention module	wugenqiang/psuc-edbam
10.1186/s12859-023-05233-z	2022-08-16	multiWGCNA: an R package for deep mining gene co-expression networks in multi-trait expression data	
10.1186/s12859-022-05082-2	2022-08-15	An unbiased kinship estimation method for genetic data analysis	zxy22320/ukin
10.1186/s12859-023-05415-9	2022-08-15	Searching for protein variants with desired properties using deep generative models	
10.1186/s12859-022-04892-8	2022-08-15	Avoiding background knowledge: literature based discovery from important information	
10.1186/s12859-022-04978-3	2022-08-15	Predicting potential miRNA-disease associations based on more reliable negative sample selection	
10.1186/s12859-023-05198-z	2022-08-13	Gene expression variability across cells and species shapes the relationship between renal resident macrophages and infiltrated macrophages	
10.1186/s12859-023-05246-8	2022-08-09	ICOR: improving codon optimization with recurrent neural networks	
10.1186/s12859-022-04888-4	2022-08-09	Protein structure prediction based on particle swarm optimization and tabu search strategy	
10.1186/s12859-022-04887-5	2022-08-08	A novel meta-analysis based on data augmentation and elastic data shared lasso regularization for gene expression	
10.1186/s12859-023-05157-8	2022-08-08	PP-DDP: a privacy-preserving outsourcing framework for solving the double digest problem	ronghaozhi/ppqiga
10.1186/s12859-023-05257-5	2022-08-07	Stack-VTP: prediction of vesicle transport proteins based on stacked ensemble classifier and evolutionary information	
10.1186/s12859-023-05150-1	2022-08-05	Single-cell spatial explorer: easy exploration of spatial and multimodal transcriptomics	
10.1186/s12859-022-05124-9	2022-08-05	Evaluation of automatic discrimination between benign and malignant prostate tissue in the era of high precision digital pathology	
10.1186/s12859-023-05222-2	2022-08-04	Progressive search in tandem mass spectrometry	
10.1186/s12859-022-04878-6	2022-08-03	Semi-supervised COVID-19 CT image segmentation using deep generative models	judahzammit/stitchnet
10.1186/s12859-022-05057-3	2022-08-03	Protein function annotation based on heterogeneous biological networks	husaiccsu/phn
10.1186/s12859-022-05045-7	2022-08-03	SeSAM: software for automatic construction of order-robust linkage maps	
10.1186/s12859-022-05113-y	2022-08-03	UGDR: a generic pipeline to detect recombined regions in polyploid and complex hybrid yeast genomes	animatardeb/meiogenix-ugdr
10.1186/s12859-022-05085-z	2022-08-03	SC3s: efficient scaling of single cell consensus clustering to millions of cells	hemberg-lab/sc3s
10.1186/s12859-022-05116-9	2022-08-02	A hybrid algorithm for clinical decision support in precision medicine based on machine learning	
10.1186/s12859-023-05364-3	2022-08-01	LAPIS is a fast web API for massive open virus sequencing data	genspectrum/lapis
10.1186/s12859-022-05106-x	2022-08-01	BADASS: BActeriocin-Diversity ASsessment Software	
10.1186/s12859-022-04877-7	2022-08-01	A machine learning model for classifying G-protein-coupled receptors as agonists or antagonists	
10.1186/s12859-022-04971-w	2022-07-31	EnsembleSplice: ensemble deep learning model for splice site prediction	oluwadarelab/ensemblesplice
10.1186/s12859-024-05911-6	2022-07-30	Mild cognitive impairment prediction based on multi-stream convolutional neural networks	
10.1186/s12859-023-05294-0	2022-07-30	Improving variant calling using population data and deep learning	google/deepvariant
10.1186/s12859-023-05143-0	2022-07-30	Identification of prognostic and predictive biomarkers in high-dimensional data with PPLasso	
10.1186/s12859-023-05137-y	2022-07-29	Genomic and immunogenomic analysis of three prognostic signature genes in LUAD	
10.1186/s12859-022-04876-8	2022-07-28	IMSE: interaction information attention and molecular structure based drug drug interaction extraction	db-bionlp/imse
10.1186/s12859-022-04874-w	2022-07-27	Identifying essential proteins from proteinprotein interaction networks based on influence maximization	xuweixia88/imepp
